,Folder,Id,Field,Well,CoringTop,CoringDown,CoringTopBind,CoringDownBind,CoreRecovery,PhotoTop,PhotoDown,PhotoType,LayerTop,LayerDown,Rock,Carbonate,Ruin,Saturation,class
5895,Unload2,1004485,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,1.97,2.3,УФ,1.97,2.3,аргиллит,не карбонатный,не разрушен,не опред.,0
5897,Unload2,1004487,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,2.3,2.97,УФ,2.3,3.07,песчаник,слабокарбонатный,не разрушен,не опред.,0
5899,Unload2,1004489,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,2.97,3.07,УФ,2.3,3.07,песчаник,слабокарбонатный,не разрушен,не опред.,0
5901,Unload2,1004491,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,3.07,3.32,УФ,3.07,3.32,аргиллит,не карбонатный,частично разрушен,не опред.,0
5903,Unload2,1004493,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,3.32,3.96,УФ,3.32,4.04,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5905,Unload2,1004495,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,3.96,4.04,УФ,3.32,4.04,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5907,Unload2,1004497,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,4.04,4.92,УФ,4.04,4.92,песчаник,не карбонатный,не разрушен,не опред.,0
5909,Unload2,1004499,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,4.92,4.95,УФ,4.92,5.24,аргиллит,не карбонатный,не разрушен,не опред.,0
5911,Unload2,1004501,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,4.95,5.24,УФ,4.92,5.24,аргиллит,не карбонатный,не разрушен,не опред.,0
5913,Unload2,1004503,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,5.24,5.94,УФ,5.24,7.22,песчаник,не карбонатный,не разрушен,не опред.,0
5915,Unload2,1004505,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,5.94,6.94,УФ,5.24,7.22,песчаник,не карбонатный,не разрушен,не опред.,0
5917,Unload2,1004507,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,6.94,7.22,УФ,5.24,7.22,песчаник,не карбонатный,не разрушен,не опред.,0
5919,Unload2,1004509,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,7.22,7.86,УФ,7.22,7.86,аргиллит,не карбонатный,частично разрушен,не опред.,0
5921,Unload2,1004511,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,7.86,7.94,УФ,7.86,8.13,алевролит,не карбонатный,не разрушен,не опред.,0
5923,Unload2,1004513,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,7.94,8.13,УФ,7.86,8.13,алевролит,не карбонатный,не разрушен,не опред.,0
5925,Unload2,1004515,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,8.13,8.63,УФ,8.13,8.63,аргиллит,не карбонатный,частично разрушен,не опред.,0
5927,Unload2,1004517,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,8.63,8.94,УФ,8.63,8.95,аргиллит,не карбонатный,не разрушен,не опред.,0
5929,Unload2,1004519,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,8.94,8.95,УФ,8.63,8.95,аргиллит,не карбонатный,не разрушен,не опред.,0
5931,Unload2,1004521,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,8.95,9.21,УФ,8.95,9.21,алевролит,не карбонатный,частично разрушен,не опред.,0
5933,Unload2,1004523,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,9.21,9.71,УФ,9.21,9.71,песчаник,не карбонатный,не разрушен,не опред.,0
5935,Unload2,1004525,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,9.71,9.94,УФ,9.71,10.14,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
5937,Unload2,1004527,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,9.94,10.14,УФ,9.71,10.14,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
5939,Unload2,1004529,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,10.14,10.42,УФ,10.14,10.42,песчаник,слабокарбонатный,не разрушен,не опред.,0
5941,Unload2,1004531,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,10.42,10.73,УФ,10.42,10.73,аргиллит,не карбонатный,частично разрушен,не опред.,0
5943,Unload2,1004533,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,10.73,10.94,УФ,10.73,11.11,аргиллит,не карбонатный,не разрушен,не опред.,0
5945,Unload2,1004535,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,10.94,11.11,УФ,10.73,11.11,аргиллит,не карбонатный,не разрушен,не опред.,0
5947,Unload2,1004537,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,11.11,11.46,УФ,11.11,11.46,алевролит,не карбонатный,не разрушен,не опред.,0
5949,Unload2,1004539,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,11.46,11.86,УФ,11.46,11.86,аргиллит,не карбонатный,частично разрушен,не опред.,0
5951,Unload2,1004541,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,11.86,11.94,УФ,11.86,12.73,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
5953,Unload2,1004543,Field2,Well5,2902.0,2914.8,2899.7,2912.5,12.73,11.94,12.73,УФ,11.86,12.73,песчаник глинистый,не карбонатный,не разрушен,не опред.,0
5955,Unload2,1004545,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,0.0,1.0,УФ,0.0,1.4,аргиллит,не карбонатный,частично разрушен,не опред.,0
5957,Unload2,1004547,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,1.0,1.4,УФ,0.0,1.4,аргиллит,не карбонатный,частично разрушен,не опред.,0
5959,Unload2,1004549,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,1.4,1.99,УФ,1.4,2.1,песчаник,не карбонатный,не разрушен,не опред.,0
5961,Unload2,1004551,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,1.99,2.1,УФ,1.4,2.1,песчаник,не карбонатный,не разрушен,не опред.,0
5963,Unload2,1004553,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,2.1,2.39,УФ,2.1,2.39,песчаник,не карбонатный,не разрушен,не опред.,0
5965,Unload2,1004555,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,2.39,2.65,УФ,2.39,2.65,аргиллит,не карбонатный,не разрушен,не опред.,0
5967,Unload2,1004557,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,2.65,2.99,УФ,2.65,2.99,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5969,Unload2,1004559,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,2.99,3.53,УФ,2.99,3.53,алевролит,не карбонатный,не разрушен,не опред.,0
5971,Unload2,1004561,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,3.53,3.99,УФ,3.53,5.06,алевролит,не карбонатный,частично разрушен,не опред.,0
5973,Unload2,1004563,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,3.99,4.99,УФ,3.53,5.06,алевролит,не карбонатный,частично разрушен,не опред.,0
5975,Unload2,1004565,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,4.99,5.06,УФ,3.53,5.06,алевролит,не карбонатный,частично разрушен,не опред.,0
5977,Unload2,1004567,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,5.06,5.97,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5979,Unload2,1004569,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,5.97,6.97,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5981,Unload2,1004571,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,6.97,7.97,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5983,Unload2,1004573,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,7.97,8.97,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5985,Unload2,1004575,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,8.97,9.97,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5987,Unload2,1004577,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,9.97,10.55,УФ,5.06,10.55,"пересл. песчаника, алевролита и глин",не карбонатный,не разрушен,не опред.,0
5989,Unload2,1004579,Field2,Well5,2940.0,2951.0,2938.1,2949.1,10.97,10.55,10.97,УФ,10.55,10.97,алевролит,не карбонатный,не разрушен,не опред.,0
5991,Unload2,1004581,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.0,0.58,УФ,0.0,0.58,алевролит,не карбонатный,не разрушен,не опред.,0
5993,Unload2,1004583,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.58,0.79,УФ,0.58,0.79,песчаник,не карбонатный,не разрушен,не опред.,0
5995,Unload2,1004585,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,0.79,1.01,УФ,0.79,1.2,песчаник,не карбонатный,не разрушен,не опред.,0
5997,Unload2,1004587,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,1.01,1.2,УФ,0.79,1.2,песчаник,не карбонатный,не разрушен,не опред.,0
5999,Unload2,1004589,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,1.2,1.53,УФ,1.2,1.53,алевролит,не карбонатный,не разрушен,не опред.,0
6001,Unload2,1004591,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,1.53,2.01,УФ,1.53,2.18,песчаник,не карбонатный,не разрушен,не опред.,0
6003,Unload2,1004593,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,2.01,2.18,УФ,1.53,2.18,песчаник,не карбонатный,не разрушен,не опред.,0
6005,Unload2,1004595,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,2.18,3.01,УФ,2.18,3.09,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
6007,Unload2,1004597,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,3.01,3.09,УФ,2.18,3.09,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
6009,Unload2,1004599,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,3.09,4.0,УФ,3.09,5.54,песчаник,не карбонатный,не разрушен,не опред.,0
6011,Unload2,1004601,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,4.0,5.0,УФ,3.09,5.54,песчаник,не карбонатный,не разрушен,не опред.,0
6013,Unload2,1004603,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,5.0,5.54,УФ,3.09,5.54,песчаник,не карбонатный,не разрушен,не опред.,0
6015,Unload2,1004605,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,5.54,5.97,УФ,5.54,5.97,песчаник,слабокарбонатный,не разрушен,не опред.,0
6017,Unload2,1004607,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,5.97,6.0,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0
6019,Unload2,1004609,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,6.0,7.0,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0
6021,Unload2,1004611,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,7.0,8.0,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0
6023,Unload2,1004613,Field2,Well5,2951.0,2960.0,2950.1,2959.1,8.98,8.0,8.98,УФ,5.97,8.98,песчаник,не карбонатный,не разрушен,не опред.,0
6025,Unload2,1004615,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,0.0,0.14,УФ,0.0,0.14,песчаник,не карбонатный,не разрушен,не опред.,0
6027,Unload2,1004617,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,0.14,1.0,УФ,0.14,1.33,алевролит,не карбонатный,не разрушен,не опред.,0
6029,Unload2,1004619,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,1.0,1.33,УФ,0.14,1.33,алевролит,не карбонатный,не разрушен,не опред.,0
6031,Unload2,1004621,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,1.33,1.79,УФ,1.33,1.79,песчаник,не карбонатный,не разрушен,не опред.,0
6033,Unload2,1004623,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,1.79,1.94,УФ,1.79,1.94,песчаник,не карбонатный,не разрушен,не опред.,0
6035,Unload2,1004625,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,1.94,1.99,УФ,1.94,3.07,аргиллит,не карбонатный,частично разрушен,не опред.,0
6037,Unload2,1004627,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,1.99,2.99,УФ,1.94,3.07,аргиллит,не карбонатный,частично разрушен,не опред.,0
6039,Unload2,1004629,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,2.99,3.07,УФ,1.94,3.07,аргиллит,не карбонатный,частично разрушен,не опред.,0
6041,Unload2,1004631,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,3.07,3.86,УФ,3.07,3.86,песчаник,не карбонатный,не разрушен,не опред.,0
6043,Unload2,1004633,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,3.86,3.98,УФ,3.86,5.23,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
6045,Unload2,1004635,Field2,Well5,2960.0,2976.0,2959.4,2975.4,15.97,3.98,4.98,УФ,3.86,5.23,переслаивание песчаника и алевролита,не карбонатный,не разрушен,не опред.,0
